provider_id,specialty,region,beneficiary_count,claims_per_beneficiary,avg_allowed_amount,risk_adjustment_score,high_level_code_rate,duplicate_claim_rate,modifier_59_rate,weekend_service_rate,denial_rate,referral_concentration,peer_z_allowed,total_allowed_amount,injected_typology,review_flag
NPI2000000186,Radiology,West,95,5.25,295.7,0.8,0.047,0.11,0.118,0.137,0.162,0.115,1.27,117917.0,No injected typology,0
NPI2000000187,DME Supplier,West,154,8.74,605.35,1.03,0.07,0.027,0.12,0.02,0.037,0.227,0.22,836342.36,No injected typology,0
NPI2000000188,Radiology,Midwest,86,7.72,668.79,1.07,0.439,0.049,0.181,0.089,0.073,0.311,-0.02,474476.31,No injected typology,0
NPI2000000189,Pain Management,Midwest,133,6.46,119.09,1.22,0.335,0.019,0.165,0.064,0.031,0.267,-0.99,124808.82,No injected typology,0
NPI2000000190,DME Supplier,Northeast,81,7.7,348.06,1.18,0.231,0.031,0.188,0.161,0.391,0.118,0.5,255031.37,No injected typology,0
NPI2000000191,Internal Medicine,South,218,5.81,634.8,0.79,0.115,0.057,0.029,0.006,0.119,0.213,0.76,635777.27,No injected typology,0
NPI2000000192,DME Supplier,South,559,2.95,514.74,1.11,0.24,0.04,0.078,0.038,0.15,0.413,0.1,940872.62,No injected typology,0
NPI2000000193,Lab,South,210,6.73,358.95,0.91,0.214,0.023,0.048,0.076,0.111,0.062,0.53,460886.82,No injected typology,0
NPI2000000194,Radiology,Northeast,155,7.06,324.47,1.19,0.086,0.026,0.025,0.096,0.314,0.318,0.02,423920.32,No injected typology,0
NPI2000000195,Lab,South,71,7.61,484.73,1.17,0.151,0.02,0.109,0.036,0.048,0.134,-0.36,305082.57,No injected typology,0
NPI2000000196,Pain Management,South,106,6.58,730.69,0.72,0.114,0.075,0.085,0.0,0.02,0.153,1.01,365255.53,No injected typology,0
NPI2000000197,Lab,West,242,6.34,212.48,0.91,0.579,0.022,0.099,0.016,0.199,0.174,-0.17,296797.33,No injected typology,0
NPI2000000198,Internal Medicine,Northeast,180,7.01,375.12,1.09,0.199,0.022,0.206,0.14,0.054,0.211,-0.33,517562.9,No injected typology,0
NPI2000000199,Lab,South,141,6.1,403.49,1.15,0.124,0.376,0.034,0.038,0.024,0.3,1.03,398437.97,Duplicate billing,1
NPI2000000200,Orthopedics,Midwest,52,5.44,325.09,1.1,0.078,0.009,0.049,0.021,0.138,0.228,-0.44,100699.13,No injected typology,0
NPI2000000201,Internal Medicine,South,82,7.5,336.46,1.18,0.11,0.055,0.037,0.084,0.112,0.156,-2.03,244544.0,No injected typology,0
NPI2000000202,Home Health,South,203,7.11,510.37,1.29,0.086,0.014,0.109,0.184,0.115,0.359,-2.12,948135.2,No injected typology,0
NPI2000000203,Pain Management,Midwest,88,7.62,266.4,0.99,0.063,0.002,0.045,0.017,0.017,0.375,-0.72,177187.32,No injected typology,0
NPI2000000204,Orthopedics,West,264,6.48,315.47,1.42,0.342,0.013,0.041,0.022,0.136,0.157,-1.06,767967.13,No injected typology,0
NPI2000000205,Lab,South,172,7.43,344.34,1.28,0.229,0.016,0.085,0.04,0.148,0.06,-0.79,564698.22,No injected typology,0
NPI2000000206,Internal Medicine,Midwest,89,5.93,584.61,0.55,0.066,0.08,0.081,0.12,0.029,0.311,-0.29,169568.49,No injected typology,0
NPI2000000207,Home Health,West,485,2.76,284.42,1.27,0.09,0.016,0.097,0.004,0.07,0.24,0.33,482805.01,No injected typology,0
NPI2000000208,Orthopedics,Midwest,35,5.22,143.95,1.26,0.296,0.026,0.05,0.094,0.084,0.359,0.98,33184.09,No injected typology,0
NPI2000000209,DME Supplier,South,124,7.2,430.68,0.63,0.245,0.442,0.037,0.114,0.256,0.234,0.64,242486.28,Duplicate billing,1
NPI2000000210,Pain Management,South,65,7.67,594.1,1.26,0.285,0.031,0.061,0.028,0.113,0.148,0.36,374409.74,No injected typology,0
NPI2000000211,Internal Medicine,Northeast,130,4.7,242.57,0.61,0.486,0.003,0.222,0.016,0.129,0.077,-0.47,89867.13,No injected typology,0
NPI2000000212,DME Supplier,Midwest,223,7.05,433.95,1.19,0.222,0.06,0.149,0.013,0.047,0.237,-0.26,811036.68,No injected typology,0
NPI2000000213,Lab,Midwest,361,4.59,559.48,0.89,0.175,0.01,0.147,0.1,0.087,0.365,-0.96,824937.85,No injected typology,0
NPI2000000214,Internal Medicine,West,207,6.76,1238.17,1.24,0.395,0.003,0.556,0.112,0.046,0.103,4.98,2143108.93,Unbundling/modifier abuse,1
NPI2000000215,Internal Medicine,Midwest,142,9.18,153.16,1.05,0.147,0.005,0.009,0.109,0.152,0.234,0.11,209769.23,No injected typology,0
NPI2000000216,Internal Medicine,West,186,7.02,305.12,1.2,0.161,0.017,0.016,0.012,0.115,0.183,2.19,476628.81,No injected typology,0
NPI2000000217,Pain Management,South,77,6.99,550.61,0.9,0.039,0.018,0.216,0.045,0.18,0.139,0.71,266724.77,No injected typology,0
NPI2000000218,Oncology,South,149,7.9,293.16,1.08,0.354,0.347,0.298,0.008,0.121,0.075,0.33,371310.82,Duplicate billing,1
NPI2000000219,Internal Medicine,Midwest,260,6.91,967.92,0.89,0.715,0.083,0.068,0.05,0.261,0.256,5.16,1549894.7,Upcoding,1
NPI2000000220,Oncology,Midwest,193,6.12,274.32,1.08,0.023,0.024,0.034,0.084,0.261,0.104,0.12,348939.12,No injected typology,0
NPI2000000221,DME Supplier,West,245,5.68,194.39,0.99,0.399,0.068,0.097,0.055,0.173,0.195,-2.76,266864.01,No injected typology,0
NPI2000000222,Internal Medicine,South,123,5.17,484.34,1.12,0.264,0.021,0.101,0.092,0.127,0.257,1.35,345398.43,No injected typology,0
NPI2000000223,Orthopedics,West,232,4.73,253.24,0.87,0.108,0.033,0.054,0.091,0.047,0.331,-2.67,240609.89,No injected typology,0
NPI2000000224,Cardiology,South,149,5.82,177.97,0.73,0.149,0.1,0.15,0.077,0.157,0.17,-1.65,113292.83,No injected typology,0
NPI2000000225,Radiology,South,93,5.72,514.29,1.05,0.135,0.009,0.279,0.03,0.055,0.169,0.92,286430.68,No injected typology,0
NPI2000000226,DME Supplier,South,62,8.98,675.3,1.1,0.28,0.018,0.027,0.024,0.158,0.589,-0.9,414594.32,No injected typology,0
NPI2000000227,Cardiology,Midwest,39,6.3,211.59,1.29,0.087,0.024,0.097,0.032,0.089,0.054,1.85,66925.42,No injected typology,0
NPI2000000228,Cardiology,Northeast,93,5.82,361.87,1.28,0.956,0.028,0.116,0.082,0.095,0.281,5.54,250195.49,Upcoding,1
NPI2000000229,Lab,South,120,9.35,182.98,1.17,0.247,0.002,0.148,0.107,0.151,0.236,-0.92,239454.71,No injected typology,0
NPI2000000230,Radiology,South,178,6.0,410.14,0.88,0.181,0.063,0.758,0.045,0.036,0.134,2.44,385415.19,Unbundling/modifier abuse,1
NPI2000000231,Pain Management,West,99,5.92,345.66,0.98,0.077,0.078,0.278,0.043,0.089,0.192,-1.21,198643.2,No injected typology,0
NPI2000000232,Orthopedics,Midwest,78,6.6,453.19,0.97,0.196,0.505,0.146,0.004,0.128,0.168,1.33,226172.17,Duplicate billing,1
NPI2000000233,Radiology,Midwest,200,6.68,323.9,1.04,0.463,0.031,0.099,0.021,0.023,0.136,0.97,448077.1,No injected typology,0
NPI2000000234,Oncology,West,215,5.58,249.76,0.95,0.188,0.023,0.124,0.046,0.15,0.144,-1.28,283119.51,No injected typology,0
NPI2000000235,Internal Medicine,South,222,5.38,307.22,0.91,0.633,0.017,0.056,0.036,0.154,0.422,2.64,332968.48,Upcoding,1
NPI2000000236,Internal Medicine,South,206,7.63,587.14,0.55,0.224,0.079,0.098,0.005,0.074,0.051,-0.35,507866.25,No injected typology,0
NPI2000000237,Orthopedics,South,113,5.27,206.99,1.43,1.0,0.038,0.099,0.017,0.039,0.101,4.58,176085.36,Upcoding,1
NPI2000000238,Pain Management,Northeast,212,4.94,385.7,1.21,0.11,0.071,0.134,0.012,0.079,0.262,0.43,487162.9,No injected typology,0
NPI2000000239,Internal Medicine,Northeast,220,6.07,340.53,0.76,0.347,0.005,0.318,0.073,0.064,0.195,0.69,346326.18,No injected typology,0
NPI2000000240,Internal Medicine,West,289,5.74,345.04,0.87,0.194,0.095,0.164,0.046,0.062,0.246,-0.82,500459.96,No injected typology,0
NPI2000000241,Cardiology,Northeast,140,5.98,292.87,1.35,0.038,0.016,0.232,0.13,0.05,0.233,-0.55,331728.75,No injected typology,0
NPI2000000242,Orthopedics,West,86,5.8,356.2,0.69,0.252,0.002,0.034,0.091,0.414,0.143,0.37,122080.7,No injected typology,0
NPI2000000243,Radiology,West,307,6.2,390.91,1.14,0.258,0.039,0.045,0.012,0.181,0.473,-0.16,845373.5,No injected typology,0
NPI2000000244,Home Health,Northeast,291,6.36,346.28,1.09,0.372,0.029,0.2,0.076,0.106,0.328,-0.58,697285.79,No injected typology,0
NPI2000000245,Internal Medicine,South,146,7.11,519.18,1.1,0.209,0.031,0.048,0.046,0.023,0.453,1.38,592471.65,No injected typology,0
NPI2000000246,Internal Medicine,Midwest,43,3.48,416.9,1.01,0.271,0.008,0.163,0.044,0.232,0.037,0.57,62794.57,No injected typology,0
NPI2000000247,Pain Management,South,97,8.37,355.09,0.78,0.378,0.002,0.207,0.096,0.077,0.22,-0.9,223766.94,No injected typology,0
NPI2000000248,Lab,West,297,8.66,547.79,1.5,0.36,0.047,0.067,0.046,0.017,0.081,-1.05,2114939.53,No injected typology,0
NPI2000000249,Oncology,Midwest,106,5.22,449.95,1.1,0.194,0.011,0.102,0.065,0.072,0.376,0.85,273239.39,No injected typology,0
NPI2000000250,Orthopedics,Northeast,115,6.82,257.3,1.39,0.107,0.048,0.259,0.056,0.182,0.234,1.61,280520.08,No injected typology,0
NPI2000000251,Lab,West,309,4.85,192.97,1.19,0.182,0.04,0.023,0.041,0.048,0.255,-0.83,342794.99,No injected typology,0
NPI2000000252,Oncology,South,173,6.01,458.83,0.98,0.068,0.064,0.096,0.02,0.033,0.19,-1.45,469227.71,No injected typology,0
NPI2000000253,Orthopedics,Midwest,164,8.51,236.76,1.52,0.133,0.029,0.255,0.108,0.095,0.083,1.09,502030.41,No injected typology,0
NPI2000000254,Radiology,West,105,8.27,243.96,0.87,0.11,0.007,0.063,0.098,0.055,0.203,0.62,184754.42,No injected typology,0
NPI2000000255,Orthopedics,South,196,6.19,739.02,1.13,0.49,0.013,0.149,0.061,0.038,0.156,-0.75,1015386.65,No injected typology,0
NPI2000000256,Internal Medicine,Northeast,180,9.88,244.09,1.05,0.389,0.065,0.001,0.083,0.033,0.196,-2.86,457745.86,No injected typology,0
NPI2000000257,DME Supplier,Midwest,240,7.2,498.44,0.91,0.189,0.015,0.356,0.072,0.086,0.094,-1.32,784563.66,No injected typology,0
NPI2000000258,Internal Medicine,South,55,2.27,371.06,1.21,0.198,0.133,0.114,0.047,0.362,0.354,0.98,56171.28,No injected typology,0
NPI2000000259,Home Health,Midwest,337,6.08,515.04,0.87,0.151,0.016,0.108,0.072,0.176,0.319,-0.38,918687.86,No injected typology,0
NPI2000000260,Lab,South,498,9.32,528.59,0.89,0.236,0.013,0.764,0.021,0.122,0.202,4.25,2181889.2,Unbundling/modifier abuse,1
NPI2000000261,Oncology,Northeast,223,6.89,245.78,0.79,0.172,0.037,0.082,0.154,0.1,0.298,0.12,299054.42,No injected typology,0
NPI2000000262,Pain Management,South,131,8.65,333.93,0.86,0.136,0.011,0.107,0.031,0.239,0.204,1.29,324832.97,No injected typology,0
NPI2000000263,Internal Medicine,Northeast,340,6.64,366.28,0.8,0.32,0.005,0.034,0.044,0.039,0.166,1.35,657891.44,No injected typology,0
NPI2000000264,Lab,Midwest,352,7.41,233.33,1.02,0.28,0.023,0.176,0.154,0.011,0.223,-0.38,620115.11,No injected typology,0
NPI2000000265,Lab,South,107,9.55,104.2,0.9,0.204,0.017,0.012,0.047,0.181,0.435,-0.94,96320.13,No injected typology,0
NPI2000000266,Oncology,Northeast,158,6.32,404.43,1.06,0.138,0.032,0.061,0.01,0.064,0.316,0.54,428937.53,No injected typology,0
NPI2000000267,DME Supplier,Midwest,186,6.26,514.61,0.92,0.317,0.072,0.055,0.078,0.09,0.218,-0.02,549389.43,No injected typology,0
NPI2000000268,Home Health,West,95,7.85,670.99,0.99,0.119,0.068,0.03,0.067,0.045,0.328,0.45,496271.09,No injected typology,0
NPI2000000269,Orthopedics,South,152,8.67,267.67,1.09,0.132,0.008,0.099,0.012,0.145,0.236,0.53,384215.71,No injected typology,0
NPI2000000270,Internal Medicine,Northeast,287,9.52,390.61,0.68,0.135,0.108,0.103,0.049,0.059,0.268,0.01,730817.64,No injected typology,0
NPI2000000271,Cardiology,Northeast,569,7.51,319.84,0.93,0.231,0.074,0.199,0.073,0.053,0.072,0.41,1276322.27,No injected typology,0
NPI2000000272,Radiology,South,55,8.48,434.09,0.95,0.178,0.137,0.023,0.041,0.045,0.069,-1.04,191502.8,No injected typology,0
NPI2000000273,Orthopedics,Northeast,241,2.51,299.7,0.83,0.139,0.058,0.03,0.195,0.081,0.156,-0.62,149776.6,No injected typology,0
NPI2000000274,Home Health,Northeast,68,5.65,269.81,1.11,0.333,0.01,0.07,0.498,0.251,0.433,-0.7,115499.22,Impossible frequency,1
NPI2000000275,Pain Management,Northeast,114,5.94,104.6,0.74,0.207,0.031,0.478,0.095,0.02,0.102,-0.4,52109.41,No injected typology,0
NPI2000000276,Pain Management,Northeast,243,8.06,363.61,1.25,0.407,0.046,0.014,0.083,0.054,0.504,1.64,887169.77,No injected typology,0
NPI2000000277,Oncology,South,88,4.23,301.07,1.36,0.278,0.011,0.131,0.078,0.057,0.118,0.34,152218.34,No injected typology,0
NPI2000000278,Internal Medicine,Midwest,204,6.37,354.22,0.92,0.124,0.015,0.02,0.076,0.094,0.544,-0.34,422640.84,No injected typology,0
NPI2000000279,Pain Management,Northeast,125,2.68,508.24,0.68,0.34,0.173,0.165,0.017,0.204,0.022,1.18,116028.34,No injected typology,0
NPI2000000280,Internal Medicine,South,253,6.6,382.33,0.69,0.011,0.087,0.063,0.084,0.101,0.214,0.58,438062.77,No injected typology,0
NPI2000000281,Oncology,South,72,8.74,133.52,1.29,0.182,0.008,0.048,0.101,0.174,0.194,-1.6,108213.66,No injected typology,0
NPI2000000282,Pain Management,South,550,4.65,747.94,0.94,0.196,0.021,0.035,0.041,0.036,0.206,-0.77,1799179.85,No injected typology,0
NPI2000000283,Orthopedics,South,93,6.0,708.58,1.02,0.125,0.058,0.845,0.034,0.032,0.106,3.65,401913.74,Unbundling/modifier abuse,1
NPI2000000284,Internal Medicine,South,111,4.98,304.69,1.12,0.216,0.016,0.059,0.021,0.132,0.173,-0.44,189361.74,No injected typology,0
NPI2000000285,DME Supplier,Northeast,78,6.74,919.61,1.32,0.23,0.011,0.104,0.691,0.176,0.048,-0.03,640234.65,Impossible frequency,1
NPI2000000286,Orthopedics,Northeast,362,3.84,485.69,1.26,0.54,0.016,0.039,0.16,0.169,0.189,2.02,850372.08,No injected typology,0
NPI2000000287,Internal Medicine,Midwest,212,6.94,299.66,1.01,0.037,0.018,0.039,0.139,0.02,0.196,1.58,446101.09,No injected typology,0
NPI2000000288,Internal Medicine,Northeast,173,6.55,366.66,0.97,0.244,0.047,0.147,0.018,0.15,0.313,-0.69,404407.13,No injected typology,0
NPI2000000289,Orthopedics,Midwest,404,4.1,281.84,1.0,0.369,0.005,0.051,0.072,0.059,0.577,0.64,467115.71,No injected typology,0
NPI2000000290,DME Supplier,West,81,7.64,138.79,1.25,0.122,0.083,0.133,0.016,0.074,0.294,-1.17,107380.61,No injected typology,0
NPI2000000291,DME Supplier,Northeast,96,7.98,401.7,1.21,0.014,0.113,0.131,0.025,0.12,0.185,-1.23,370928.88,No injected typology,0
NPI2000000292,Lab,South,196,6.47,396.72,1.08,0.328,0.009,0.157,0.185,0.01,0.264,0.81,541579.97,No injected typology,0
NPI2000000293,Oncology,South,102,7.52,353.57,0.98,0.202,0.033,0.02,0.047,0.126,0.133,-0.98,265804.59,No injected typology,0
NPI2000000294,Oncology,West,137,5.76,221.18,1.26,0.082,0.044,0.175,0.001,0.293,0.336,-2.31,219704.93,No injected typology,0
NPI2000000295,Radiology,South,147,5.97,484.34,1.5,0.217,0.03,0.013,0.042,0.202,0.537,-0.16,634989.13,No injected typology,0
NPI2000000296,Pain Management,South,139,8.76,224.07,1.18,0.302,0.017,0.037,0.625,0.192,0.101,-0.88,322547.13,Impossible frequency,1
NPI2000000297,DME Supplier,South,194,6.17,374.58,1.05,0.263,0.051,0.073,0.059,0.163,0.069,-0.44,471713.83,No injected typology,0
NPI2000000298,Orthopedics,South,84,6.04,341.1,0.9,0.485,0.016,0.065,0.066,0.227,0.272,0.78,155612.76,No injected typology,0
NPI2000000299,Orthopedics,Northeast,311,4.03,185.12,1.03,0.283,0.005,0.057,0.048,0.079,0.505,1.21,238362.26,No injected typology,0
NPI2000000300,Internal Medicine,West,167,3.45,280.37,0.88,0.451,0.028,0.008,0.115,0.04,0.132,1.11,142479.69,No injected typology,0
NPI2000000301,Radiology,South,107,4.61,160.56,1.09,0.287,0.117,0.063,0.013,0.197,0.22,-0.72,86518.54,No injected typology,0
NPI2000000302,Cardiology,Northeast,119,9.41,430.63,0.96,0.086,0.001,0.168,0.02,0.037,0.392,0.48,465014.16,No injected typology,0
NPI2000000303,Internal Medicine,West,195,5.42,542.97,1.24,0.117,0.035,0.035,0.158,0.1,0.032,0.6,713395.97,No injected typology,0
NPI2000000304,Pain Management,South,154,7.78,401.69,1.25,0.076,0.02,0.051,0.071,0.129,0.374,-0.16,600578.48,No injected typology,0
NPI2000000305,Radiology,Midwest,225,7.24,436.05,1.09,0.268,0.068,0.053,0.111,0.115,0.093,-1.18,772195.42,No injected typology,0
NPI2000000306,Pain Management,South,392,4.83,404.91,1.06,0.155,0.022,0.041,0.011,0.163,0.238,0.04,814120.1,No injected typology,0
NPI2000000307,Orthopedics,South,164,5.91,98.61,1.09,0.034,0.002,0.006,0.012,0.149,0.282,-1.27,103946.59,No injected typology,0
NPI2000000308,Home Health,South,63,5.83,265.82,0.66,0.163,0.01,0.211,0.085,0.076,0.355,-0.4,64184.34,No injected typology,0
NPI2000000309,Internal Medicine,West,200,6.71,239.52,1.15,0.303,0.014,0.071,0.175,0.022,0.167,-0.21,370043.59,No injected typology,0
NPI2000000310,Internal Medicine,Northeast,179,7.14,104.39,1.24,0.405,0.013,0.042,0.021,0.083,0.444,-0.66,165454.29,No injected typology,0
NPI2000000311,DME Supplier,South,179,6.6,231.43,1.26,0.362,0.037,0.08,0.011,0.026,0.13,-0.83,343081.94,No injected typology,0
NPI2000000312,DME Supplier,West,148,8.5,615.25,1.17,0.133,0.066,0.035,0.009,0.426,0.496,6.37,904362.22,DME aberrancy,1
NPI2000000313,Lab,West,62,6.45,239.27,1.14,0.473,0.041,0.061,0.039,0.271,0.293,-0.65,109185.72,No injected typology,0
NPI2000000314,Orthopedics,West,140,8.28,314.25,0.84,0.34,0.064,0.07,0.022,0.011,0.429,-0.26,307048.09,No injected typology,0
NPI2000000315,Radiology,Midwest,183,8.07,288.58,0.82,0.181,0.022,0.046,0.112,0.098,0.274,0.53,348949.92,No injected typology,0
NPI2000000316,Internal Medicine,Midwest,149,3.21,950.56,1.26,0.09,0.086,0.045,0.012,0.121,0.521,0.18,573414.84,No injected typology,0
NPI2000000317,Internal Medicine,Midwest,422,6.86,286.26,0.81,0.057,0.081,0.14,0.049,0.077,0.342,0.56,669540.32,No injected typology,0
NPI2000000318,DME Supplier,Northeast,459,4.27,345.28,0.73,0.195,0.0,0.238,0.212,0.018,0.218,0.77,494729.2,No injected typology,0
NPI2000000319,Cardiology,South,51,7.02,409.32,0.84,0.155,0.036,0.135,0.047,0.097,0.269,0.5,122861.46,No injected typology,0
NPI2000000320,Internal Medicine,Northeast,536,6.47,319.94,1.17,0.244,0.081,0.045,0.009,0.094,0.158,0.24,1297807.86,No injected typology,0
NPI2000000321,Internal Medicine,West,81,6.66,491.36,1.49,0.295,0.03,0.081,0.078,0.175,0.33,-1.29,395295.87,No injected typology,0
NPI2000000322,Orthopedics,West,125,7.22,430.91,1.11,0.028,0.006,0.054,0.635,0.411,0.167,-1.85,432647.75,Impossible frequency,1
NPI2000000323,Orthopedics,Midwest,879,5.69,256.88,1.08,0.029,0.098,0.089,0.129,0.21,0.36,1.53,1389823.57,No injected typology,0
NPI2000000324,DME Supplier,South,433,5.88,939.27,1.06,0.141,0.008,0.248,0.046,0.562,0.147,6.16,2528389.04,DME aberrancy,1
NPI2000000325,Lab,Midwest,292,7.36,515.18,1.03,0.032,0.083,0.05,0.076,0.027,0.255,-0.29,1136005.03,No injected typology,0
NPI2000000326,Orthopedics,West,88,7.22,610.34,0.6,0.291,0.043,0.126,0.067,0.206,0.241,1.25,230611.15,No injected typology,0
NPI2000000327,Internal Medicine,West,177,7.52,220.39,0.91,0.234,0.038,0.028,0.011,0.023,0.416,0.69,267187.27,No injected typology,0
NPI2000000328,DME Supplier,South,226,6.95,617.62,1.04,0.137,0.099,0.198,0.01,0.27,0.219,4.46,1010215.79,DME aberrancy,1
NPI2000000329,Internal Medicine,South,95,8.07,515.29,0.95,0.269,0.017,0.175,0.021,0.012,0.39,-0.54,374213.0,No injected typology,0
NPI2000000330,Orthopedics,Northeast,210,4.45,330.16,1.13,0.228,0.071,0.066,0.055,0.16,0.113,0.2,349014.8,No injected typology,0
NPI2000000331,Cardiology,West,74,6.7,239.42,1.25,0.165,0.089,0.124,0.08,0.171,0.421,0.16,148392.89,No injected typology,0
NPI2000000332,Orthopedics,Northeast,386,6.96,403.21,1.02,0.221,0.022,0.127,0.027,0.049,0.174,-1.08,1101316.99,No injected typology,0
NPI2000000333,Internal Medicine,West,160,4.79,141.98,0.99,0.36,0.05,0.075,0.099,0.021,0.148,-0.88,108086.37,No injected typology,0
NPI2000000334,DME Supplier,South,100,6.46,230.19,1.29,0.181,0.068,0.075,0.019,0.131,0.334,1.15,192432.96,No injected typology,0
NPI2000000335,Home Health,West,385,4.58,291.5,1.09,0.057,0.036,0.068,0.116,0.15,0.145,-1.65,561342.62,No injected typology,0
NPI2000000336,Radiology,Midwest,277,2.07,243.51,1.11,0.07,0.03,0.146,0.256,0.066,0.014,-0.68,155604.56,No injected typology,0
NPI2000000337,Oncology,Midwest,403,3.34,577.28,1.15,0.056,0.083,0.053,0.024,0.096,0.366,0.05,894229.98,No injected typology,0
NPI2000000338,Orthopedics,South,72,7.55,521.43,1.11,0.016,0.034,0.041,0.036,0.043,0.328,1.02,314146.31,No injected typology,0
NPI2000000339,Home Health,South,114,7.66,368.3,0.79,0.076,0.002,0.212,0.199,0.045,0.237,0.45,254173.19,No injected typology,0
NPI2000000340,Pain Management,South,155,7.39,467.24,0.99,0.122,0.065,0.096,0.011,0.158,0.465,-1.86,528862.58,No injected typology,0
NPI2000000341,Cardiology,Northeast,61,5.55,198.76,1.42,0.19,0.015,0.068,0.117,0.049,0.127,-0.15,95242.88,No injected typology,0
NPI2000000342,Lab,Northeast,176,7.07,567.05,1.2,0.246,0.054,0.17,0.045,0.1,0.328,1.6,843127.48,No injected typology,0
NPI2000000343,Radiology,Midwest,171,3.37,234.68,0.55,0.2,0.051,0.023,0.136,0.026,0.097,-1.09,74306.53,No injected typology,0
NPI2000000344,Oncology,Midwest,144,5.0,680.0,0.67,0.138,0.043,0.568,0.025,0.127,0.159,2.9,329093.09,Unbundling/modifier abuse,1
NPI2000000345,Lab,South,155,7.19,227.03,0.65,0.186,0.109,0.049,0.038,0.114,0.076,-1.69,164450.21,No injected typology,0
NPI2000000346,Oncology,West,66,6.81,349.53,1.27,0.196,0.004,0.109,0.74,0.066,0.238,-0.34,200008.14,Impossible frequency,1
NPI2000000347,Internal Medicine,South,235,4.7,455.61,1.07,0.054,0.018,0.043,0.057,0.053,0.14,-0.78,540240.83,No injected typology,0
NPI2000000348,Internal Medicine,South,380,6.96,258.63,0.88,0.105,0.025,0.102,0.121,0.087,0.407,0.69,604167.02,No injected typology,0
NPI2000000349,Internal Medicine,Northeast,74,8.18,575.18,1.23,0.293,0.005,0.116,0.029,0.072,0.226,2.89,427329.97,No injected typology,0
